label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
col,218,422,42,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,260,421,40,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,301,425,42,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,346,425,36,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,385,424,39,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,427,422,43,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,470,424,40,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,508,424,45,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,553,424,39,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,594,424,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,638,421,39,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,679,420,39,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,717,422,44,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,758,421,99,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,857,424,103,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,263,672,38,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,962,424,119,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1082,423,85,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1165,421,126,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1493,424,100,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,134,467,42,37,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,176,464,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,217,464,42,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,259,465,42,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,302,465,40,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,343,464,41,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,386,464,40,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,429,464,38,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,470,464,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,508,463,43,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,553,463,41,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,596,463,38,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,637,465,41,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,675,465,45,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,720,463,39,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,759,464,96,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,857,463,103,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,958,463,124,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1081,464,85,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1164,465,125,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1291,464,100,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1391,464,103,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1491,465,101,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,135,507,42,37,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,177,509,41,37,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,218,509,40,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,262,507,39,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,302,507,39,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,344,507,41,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,386,507,41,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,427,505,41,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,468,504,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,508,505,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,552,506,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,595,508,40,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,637,506,41,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,676,507,41,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,718,505,41,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,760,504,98,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,856,507,104,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,960,507,121,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1083,505,81,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1164,507,127,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1289,505,102,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1391,505,101,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1491,504,102,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1634,645,0,2,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,134,547,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,176,547,43,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,219,545,40,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,260,547,41,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,301,547,43,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,344,549,40,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,387,547,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,427,546,40,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,468,547,42,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,508,548,44,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,552,548,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,593,547,42,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,635,547,42,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,677,547,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,719,549,40,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,759,547,98,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,856,547,104,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,961,547,119,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1083,548,85,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1164,549,126,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1289,546,103,44,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1393,549,100,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1493,546,100,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,135,591,42,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,177,589,42,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,220,586,39,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,260,588,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,300,588,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,344,588,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,386,587,42,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,425,591,43,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,467,589,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,510,589,41,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,554,587,40,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,593,588,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,635,587,41,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,677,589,41,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,716,589,43,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,759,587,98,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,856,587,105,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,962,591,119,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1082,590,83,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1167,589,122,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1290,587,101,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1393,588,100,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1496,586,97,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,134,632,44,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,178,630,42,45,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,221,632,38,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,264,632,38,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,302,629,41,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,344,630,40,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,387,633,40,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,429,632,41,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,472,630,38,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,510,630,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,550,632,45,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,597,632,37,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,635,632,42,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,679,630,38,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,717,632,43,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,763,632,95,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,856,632,104,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,962,630,119,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1082,631,85,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1166,631,125,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1289,632,103,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1393,631,100,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1492,632,101,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,135,674,40,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,179,671,40,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,222,670,38,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,300,672,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,344,671,40,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,387,672,40,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,428,673,38,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,471,671,39,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,512,673,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,551,672,39,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,592,673,43,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,639,672,38,44,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,676,672,44,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,720,671,39,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,762,670,93,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,858,674,102,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,963,670,117,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1084,671,81,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1167,672,122,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1290,674,100,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1394,674,99,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1492,674,102,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,135,714,42,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,177,714,40,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,217,714,43,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,257,713,43,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,301,714,40,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,343,713,42,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,386,711,41,44,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,427,713,40,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,468,716,42,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,510,713,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,554,713,38,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,593,715,41,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,636,713,40,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,676,713,43,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,720,713,38,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,761,713,95,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,856,714,104,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,960,713,121,44,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1083,714,82,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1168,713,122,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1289,714,104,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1391,712,101,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1496,714,97,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,136,755,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,179,756,40,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,218,755,40,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,262,755,38,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,300,756,43,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,345,756,38,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,387,757,38,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,427,754,40,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,467,757,45,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,508,757,46,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,552,757,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,595,756,41,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,639,757,39,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,679,757,39,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,721,755,38,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,760,755,97,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,860,755,100,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,960,756,121,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1083,758,84,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1167,757,124,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1291,755,101,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1393,755,100,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1493,756,99,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,137,797,42,81,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,180,799,40,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,221,798,39,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,261,795,40,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,302,796,39,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,344,801,41,37,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,384,794,43,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,429,800,40,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,469,799,41,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,510,799,42,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,551,800,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,592,797,43,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,635,799,41,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,679,797,41,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,719,799,39,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,758,797,100,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,858,800,102,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,964,800,117,37,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1082,797,83,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1164,796,125,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1289,795,102,44,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1391,797,102,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1491,799,101,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,135,839,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,177,839,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,220,839,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,260,840,40,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,302,841,42,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,344,840,40,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,385,840,41,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,428,840,39,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,470,840,39,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,511,840,40,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,553,839,40,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,594,838,42,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,638,838,39,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,676,837,42,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,722,840,38,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,760,840,98,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,858,838,102,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,959,838,122,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1083,840,84,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1166,840,125,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1289,841,102,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1392,838,98,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1493,838,101,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,134,883,43,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,175,882,43,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,217,883,43,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,260,877,41,43,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,304,880,38,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,346,880,37,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,384,880,45,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,427,881,42,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,468,880,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,507,881,46,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,553,881,41,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,597,881,38,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,634,881,43,41,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,677,880,40,44,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,719,881,41,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,762,884,94,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,859,882,101,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,962,880,120,42,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1082,882,83,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1167,880,124,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1293,880,98,40,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1389,880,105,39,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
col,1491,883,103,38,New_GM_Table_Template_IIIT-H_CEGIS2.png,1652,1169
